!!!	:19
!!!!!R	:0
!...Times	:0
colour	:14
colour,	:0
coloured	:1
colourful	:0
colours	:11
colours,	:3
column	:1
column,	:2
column. 	:0
column:	:2
columnist	:6
columns	:1
com	:0
com-	:0
comScore	:1
combat	:9
combating	:4
combed	:0
combinable	:8
combination	:40
combine	:27
combined	:63
combined.	:0
combined;	:0
combines	:37
combining	:25
combos	:0
combustion	:1
comcor	:0
come	:182
come!	:0
come,	:0
come.	:0
come."	:1
come. Join	:0
comedian	:1
comedians	:1
comedy	:8
comes	:92
comes.	:0
come”.	:0
comfort	:11
comfortable	:13
comfortably	:1
comfy	:2
comfy,	:1
coming	:83
coming)	:0
coming).	:0
coming.	:0
coming…	:0
command	:0
commanded	:1
commemorate	:2
commencing	:0
commencing.	:0
comment	:90
comment"We	:0
comment.	:0
comment:	:3
commentary	:13
commentary,	:0
commentary.	:0
commentator	:0
commented	:4
commented:	:1
commenter	:0
commenting	:1
comments	:147
comments,	:1
comments:	:32
comments?	:0
commerce	:2
commerce.	:1
commercial	:332
commercial,	:5
commercial:	:1
commingled	:2
commission	:12
commission.	:1
commissions	:1
commit	:8
commitment	:82
commitment'	:0
commitment,	:2
commitment:	:0
commitment?	:0
commitments	:28
committed	:77
committed,	:1
committee	:12
committee.	:0
committee:	:1
committees	:24
committees,	:0
committees.	:0
commodities	:4
commodity	:7
commodity,	:1
commodity.	:0
common	:63
common.	:1
common:	:0
common?'	:0
commonly	:15
commonly,	:1
commonplace	:0
commons	:3
commonsense	:0
comms	:1
comms  	:0
commun	:1
communicate	:37
communism	:0
communist	:0
communites	:1
communities	:123
community	:155
community,	:6
community.	:25
community;	:1
commutateur	:0
commute	:0
commuter.	:0
commuting	:0
commuting?	:0
como	:6
comp	:0
compact	:24
compact,	:1
companies	:496
companies"	:0
companies)	:2
companies).	:0
companies,	:75
companies.	:54
companies:	:1
companies?	:0
companion	:3
companion?	:0
companions.	:0
company	:536
company's	:11
company)	:1
company,	:52
company,"	:1
company.	:62
company."	:0
company. 	:0
company:VAT	:0
company;	:0
company?	:1
company|	:0
company by	:0
company’s	:19
comparable	:1
comparative	:0
compare	:27
compare.	:0
compare?	:0
compared	:55
compares	:12
comparing	:8
comparison	:20
comparison,	:5
comparisons	:6
compassion	:2
compassion.	:0
compatible	:2
compañero	:1
compañeros	:1
compelled	:5
compelling	:17
compelling,	:1
compensate	:6
compensated	:1
compete	:20
competence	:0
competency	:2
competent	:10
competent,	:0
competing	:9
competition	:48
competitive	:86
competitor	:1
competitor.	:0
competitors	:6
compile	:1
compiled	:8
compilers	:0
complacent	:1
complain	:24
complain,	:1
complain;	:0
complainant	:5
complained	:8
complaining	:0
complains,	:0
complaint	:64
complaint,	:2
complaint-	:0
complaint.	:4
complaint?	:0
complaints	:58
complaints,	:3
complaints.	:5
complaints?	:0
complement	:2
complements	:2
complete	:155
complete,	:8
complete.	:1
completed	:54
completed,	:1
completely	:31
completes	:3
completing	:2
completion	:17
completion,	:0
completion.	:2
complex	:149
complex,	:17
complex.	:2
complexity	:34
complexity,	:2
complexity.	:0
compliance	:54
compliance)	:0
compliance,	:6
compliance.	:6
compliant	:12
compliant,	:1
complicate	:0
complicated	:6
complicit	:1
complies	:3
compliment	:5
comply	:16
complying	:0
component	:24
component.	:0
componenti	:0
components	:58
components,	:3
components.	:2
compose	:5
composer	:0
composite	:6
composite,	:2
composite.	:2
composites	:1
composites,	:0
composition	:9
compound	:3
compounds	:1
compressed	:0
compression	:1
compressor	:1
comprise	:3
comprise:	:0
comprised	:2
comprises	:4
compromise	:17
compulsion	:1
compulsory	:2
compute	:0
compute,	:0
computer	:49
computer,	:0
computer.	:1
computer.So	:0
computer;	:0
computer?	:1
computers	:20
computers.	:0
computers?	:0
computing	:29
computing"	:0
computing,	:2
computing?	:1
comrades	:1
comstock	:0
comte.	:0
con	:3
conceal	:3
concealed	:6
concedes	:0
conceding	:0
conceive	:1
conceived,	:0
conceiving	:0
conceiving;	:0
concentrate	:8
concept	:79
concept,	:3
concept.	:0
conception	:1
concepts	:34
concepts,	:3
concepts:	:0
conceptual	:5
concern	:31
concern"	:1
concern,	:0
concern.	:1
concerned	:26
concerned.	:1
concerned:	:1
concerning	:12
concerns	:31
concerns,	:1
concerns?	:1
concert	:6
concert!	:1
concerted	:1
concerts	:0
concessions	:1
concise	:0
concise,	:1
conclude	:1
concluded	:30
concluded.	:1
concluded:	:2
concludes	:1
conclusion	:3
conclusion,	:0
conclusion.	:1
concoction.	:0
concrete	:15
concrete.	:1
concrete5	:0
concurrent	:0
condemn	:2
condemned	:2
condensate	:5
condition	:16
condition,	:3
condition.	:2
condition;	:0
conditional	:1
conditioner	:1
conditions	:215
conditions,	:13
conditions.	:12
conditions:	:0
conditions|	:1
condoms	:0
conducive	:0
conduct	:31
conduct.	:1
conducted	:19
conducted.	:0
conducting	:5
conduction	:1
conducts	:1
conduits,	:2
conectivity	:0
conectores,	:0
cones	:0
conf...	:0
conference	:66
conference,	:9
conference.	:5
conference:	:3
conference?	:1
conferences	:17
conferencia	:1
confess,	:0
confession	:0
confidante;	:0
confidence	:82
confidence,	:6
confidence.	:18
confident	:27
confident,	:2
confidently	:2
configure	:2
configured	:5
confined	:1
confines	:0
confirm	:25
confirmed	:37
confirmed).	:0
confirming	:0
confirms	:6
confirms:	:0
confiscated	:0
confiscates	:0
conflates	:1
conflict	:19
conflicted	:1
conflicting	:1
conflicts	:10
conflicts.	:0
conflicts?	:1
confluens	:1
confluens.	:0
conform	:5
conformant	:0
conforming	:8
conforming,	:2
conformity	:2
conforms	:0
confounding	:0
confront	:0
confronts	:1
confused	:2
confused.	:0
confusing	:1
confusion	:11
confusion,	:0
confusion.	:0
congested	:0
congestion	:2
congress	:0
conjuction	:0
conjunction	:9
conjured	:0
connect	:48
connect!	:1
connect,	:1
connected	:72
connected,	:1
connected.	:0
connecting	:14
connecting,	:0
connection	:31
connections	:23
connector	:1
connector..	:0
connectors	:0
connectors,	:3
connects	:8
conquer	:0
conquered	:0
conquers	:0
cons	:1
conscience	:1
conscience,	:2
conscience.	:0
conscious	:5
consciously	:0
consectetur	:5
consecutive	:9
consensus	:29
consensus,	:2
consensus?	:0
consent	:40
consent.	:0
consenting	:13
consent​.	:0
consequence	:10
consequent	:16
conserve	:6
conserved	:0
conserving	:0
consider	:87
considered	:48
considered)	:0
considered,	:0
considered.	:2
considered?	:0
considering	:31
considers	:16
consigned	:0
consignees	:1
consist	:1
consisted	:4
consistency	:7
consistent	:34
consistent,	:2
consisting	:1
consists	:10
console	:1
console,	:0
consoles	:0
consolidate	:9
consortia	:1
consortium	:9
consortium,	:2
conspiracy	:2
conspiracy.	:0
constable	:1
constant	:29
constant.	:0
constantly	:20
constantly.	:1
constitute	:12
constituted	:4
constitutes	:2
constrained	:2
constraint	:2
constraint.	:0
constraints	:26
constricted	:0
construct	:6
constructed	:12
constructs	:0
consulation	:0
consult	:7
consult,	:0
consultanct	:0
consultancy	:111
consultant	:10
consultant,	:6
consultants	:38
consulted	:1
consultees	:0
consulting	:46
consulting,	:8
consulting.	:4
consults	:1
consumable	:0
consumables	:6
consume	:4
consumed	:0
consumer	:137
consumer's	:0
consumer,	:4
consumerOur	:1
consumerism	:0
consumers	:141
consumers,	:25
consumers.	:8
consumers?	:1
consumes	:0
consuming.	:1
consummate	:1
consummate.	:0
consummated	:0
consumption	:40
contact	:432
contact.	:1
contact?	:1
contacted	:14
contacted,	:3
contacting	:13
contactless	:0
contacts	:248
contacts)	:0
contacts,	:3
contacts.	:8
contacts."	:0
contacts:	:4
contactsG4S	:2
contactsPR	:3
contactsThe	:3
contact us	:1
contact…	:1
contain	:15
contained	:24
container	:1
container,	:0
containing	:20
containing:	:0
containment	:1
contains	:27
contain’d	:0
contd.	:1
contempt	:1
contempt.	:1
contend	:1
contended	:1
contenders	:3
content	:612
content,	:18
content.	:19
content.The	:0
content;	:3
contentSkip	:6
contentSky	:0
contention	:2
contentious	:0
contents	:21
contents.	:3
contest	:7
contested	:2
contested,	:0
context	:20
context,	:4
context.	:1
contexts	:0
contexts,	:0
contextual	:3
contextual,	:1
conteyned	:0
contibute	:1
contiguous	:0
contin...	:1
continent.	:0
continental	:0
continents	:2
continents,	:2
contingency	:5
contingent	:3
continually	:13
continue	:138
continue,	:8
continue.	:8
continue:	:1
continued	:65
continued:	:1
continues	:71
continues,	:0
continues:	:1
continuing	:126
continuing,	:0
continuity	:11
continuity.	:0
continuous	:16
continuous,	:0
contraband	:1
contract	:82
contract,	:1
contract.	:8
contract. 	:0
contract08	:2
contract?	:1
contracted	:3
contracting	:3
contraction	:2
contractor	:0
contractors	:12
contracts	:55
contracts,	:7
contracts.	:8
contracts;	:0
contractual	:4
contrainsts	:1
contrarian	:3
contrary	:0
contrast	:13
contrast,	:10
contrasted	:0
contrasting	:0
contribute	:18
contribute,	:0
contributed	:51
contributes	:1
contributor	:6
contrived	:0
control	:192
control,	:7
control.	:14
control."	:1
control:	:0
controlIn	:3
controlRisk	:1
controlflow	:0
controlled	:17
controlled,	:0
controlled.	:0
controller	:1
controller,	:0
controllers	:1
controlling	:5
controllori	:0
controls	:39
controls,	:3
controls.	:0
control”	:0
control”.	:0
controversy	:12
conundrum,	:0
convenes	:2
convenience	:4
convenient	:18
convenient.	:1
convention.	:2
converged	:2
convergence	:4
conversion	:29
conversion.	:0
conversions	:0
convert	:8
converted	:2
converter	:5
converter.	:0
converters	:0
converters,	:1
converters.	:0
convertible	:7
converting	:3
converting,	:0
converts	:8
convey	:1
convey.	:0
conveying	:2
conveys	:0
convicted	:2
conviction	:0
conviction.	:0
convince	:0
convinced	:6
convinced.	:0
convinced?	:0
convinces	:1
convoy	:1
cook	:4
cook,	:0
cookbook	:1
cooked	:9
cooker	:23
cookers	:7
cookers.	:0
cookery	:3
cookie	:144
cookie,	:0
cookie.	:0
cookies	:411
cookies"	:2
cookies,	:7
cookies.	:149
cookies.Ok	:0
cookies. 	:0
cookies:	:7
cookiesx	:0
cookiesÂ©	:0
cookies’	:2
cookies’.	:1
cooking	:6
cooking,	:1
cooking. 	:0
cool	:18
cool,	:0
cool.	:2
cooler	:1
coolerStyle	:0
coolers	:2
coolest	:0
cooling	:14
cooling,	:2
coolingJoin	:0
cools	:0
coons	:0
cooper	:2
cooperate	:1
cooperation	:9
cooperative	:4
coordinate	:1
coordinated	:3
coordinator	:1
cop	:1
cope	:9
cope,	:1
copied	:7
copies	:15
copies,	:0
copies.	:0
copiesFSA	:1
coping	:2
copper	:13
coppice.	:0
cops	:1
cops,	:1
copula	:2
copy	:27
copy,	:0
copy.	:3
copy.jpg	:0
copycats	:0
copying,	:1
copyright	:37
copyright,	:0
copyright:	:1
copyrights	:0
copywriter	:0
copywriting	:4
copy here.	:1
coracle	:0
coral	:0
cordon	:0
core	:81
core.	:1
cores	:0
corn	:3
corner	:10
corner.	:1
corners	:2
corners,	:0
cornerstone	:3
corporate	:265
corporate,	:1
corporates	:3
corporates.	:0
corporation	:21
corpus	:0
correct	:19
correct,	:2
correct.	:1
corrected	:2
correction	:23
correction?	:1
corrections	:1
corrective	:0
correctly	:4
correctly,	:2
correctly.	:7
correctness	:0
correlate	:0
correlated	:7
correlating	:0
correlation	:10
corridor	:4
corroded	:0
corrosion	:0
corrosive	:1
corrosive,	:1
corrugated	:0
corrupt	:3
corrupt,	:1
corrupting	:1
corruption	:8
corruption,	:1
cos	:0
cosh	:0
cosia	:0
cosmetics,	:0
cosmetics;	:0
cosmic	:0
cosmos	:17
cosmos,	:17
cost	:273
cost"	:1
cost)	:0
cost,	:14
cost.	:22
cost.Find	:0
cost:	:0
cost?	:2
costas.	:0
costing	:7
costings	:1
costliest.	:0
costly	:19
costly,	:1
costs	:122
costs'	:1
costs),	:0
costs,	:24
costs.	:17
costs."	:0
costs...	:0
costs.Free	:0
costs.READ	:0
costs.[254]	:2
costs. So,	:0
costs;	:0
costs?	:0
costs?Shall	:0
costsUSA	:0
costs’	:1
costume	:2
costumes	:0
cost in	:0
cost…	:0
cosy	:4
cosy,	:1
cosying	:0
cot	:0
cots	:1
cottage	:3
cottages	:2
cotton	:20
cotton,	:2
cotton.	:1
couch	:1
cough,	:1
could	:550
could,	:0
could.	:0
couldn't	:17
couldn’t	:12
could …	:1
council	:57
council)	:1
council,	:0
council.	:0
councillor	:3
councillors	:0
councils	:13
councils!	:0
councils,	:3
council’s	:0
counsel	:0
counselAll	:0
counselling	:3
counsellor,	:0
count	:8
count!	:0
count"The	:1
count.	:0
countdown	:6
counted	:3
countenance	:1
counter	:15
counter,	:0
counter.	:0
counteract	:0
countering	:0
counterpart	:0
counters.	:0
countertop,	:0
counties	:2
counting	:0
counting".	:1
counting.	:1
countless	:0
countries	:173
countries"	:1
countries'	:1
countries,	:31
countries.	:41
countries."	:0
country	:201
country"	:1
country's	:7
country)Of	:0
country,	:17
country.	:30
country.'	:0
country. 	:0
country:	:0
country?	:1
countryside	:28
countrywide	:2
country’	:0
country’s	:4
counts	:2
counts"!	:1
counts.	:2
counts”	:0
county	:12
county’s	:0
coup	:1
coupPolice	:1
couple	:30
coupled	:10
couples	:3
couples,	:1
coupons,	:1
courage	:2
courage,	:0
courage.	:0
courage[1],	:5
courage[2],	:5
courage[3],	:5
courageous,	:0
courier,	:0
course	:140
course"	:0
course,	:38
course.	:7
course:	:2
course;	:1
course?	:0
courseIPA	:1
courses	:101
courses,	:7
courses.	:5
courses›	:0
court	:35
court,	:2
court.	:0
court:	:1
courteous	:3
courtesy	:2
courtesy,	:0
courtiers	:0
courts	:14
courts,	:3
courts.	:2
cousin	:1
cousins	:0
covenant	:1
cover	:103
cover!	:0
cover,	:1
cover-flap	:0
cover.	:5
cover:	:1
cover?	:1
coverage	:43
coverage,	:3
coverage.	:2
coverageFor	:1
coverageIR	:1
covered	:54
covered!	:3
covered,	:2
covered.	:3
covering	:23
coverings	:2
covers	:18
coves,	:0
cow	:0
cow's	:0
cowardly.	:0
cowl	:1
cowpat	:0
cows	:0
cows'	:0
cows.	:0
co…	:1
crab,	:0
crabs	:0
crac.org.uk	:1
crack	:8
crackdown	:5
crackdown,	:1
cracker	:1
cracking	:3
craft	:4
crafted	:2
crafting	:0
crafts	:3
craftwork	:0
crafty	:0
craggy	:0
crammed	:2
cramming	:0
crane	:0
crank	:0
cranked	:0
cranks	:0
crash	:36
crash'	:0
crash.	:3
crashAn	:1
crashed.	:0
crashes	:8
craters,	:0
crawford	:0
crawl	:0
crawler,	:0
crayons.	:0
crazy	:3
creaking	:0
cream	:9
creams	:1
creamy	:4
creamy,	:0
create	:339
create,	:6
create-org	:0
create.	:0
create...	:0
created	:202
created,	:16
created.	:3
creates	:37
creates,	:0
creates.	:0
create -	:0
creating	:137
creating,	:0
creation	:66
creation,	:5
creation.	:0
creation;	:1
creation?	:0
creative	:140
creative,	:9
creative.	:0
creatively	:0
creatively,	:0
creatively.	:0
creatives	:1
creatives,	:1
creatives.	:0
creativity	:33
creativity,	:7
creativity.	:2
creativity:	:0
creator	:3
creators	:0
creatures	:0
creatures.	:0
credentials	:2
credibility	:4
credible	:1
credible.	:0
credit	:709
credit")	:1
credit's	:0
credit)	:1
credit,	:19
credit.	:5
credit.[6]	:1
credit:	:0
credited	:5
credited,	:0
credited.	:0
crediting	:2
creditor	:3
creditors	:35
creditors'	:1
creditors.	:3
credits	:21
credits,	:1
credits.	:2
creed.	:0
creep	:1
creeping	:1
creeps	:0
crescendo	:0
crest	:0
crew	:12
crew,	:1
crewed	:0
crews	:4
cribs	:0
cricket	:2
crime	:48
crime,	:0
crime.	:4
crime?	:5
crimes	:7
crimes,	:0
crimes.	:4
criminal	:20
criminalise	:1
criminals	:3
criminals".	:1
criminals,	:1
criminals.	:0
crippled	:4
cripples	:0
crippling	:0
crises	:14
crises",	:1
crises,	:6
crisis	:519
crisis"	:2
crisis".	:6
crisis"|	:2
crisis)	:15
crisis),	:1
crisis).	:2
crisis,	:88
crisis.	:99
crisis.[23]	:3
crisis.[65]	:2
crisis.[77]	:2
crisis:	:4
crisis;	:2
crisis[220]	:1
crisis_uk	:2
crisp	:1
crispa	:0
crispbreads	:0
crisps,	:1
criteria	:22
criteria.	:4
criteria;	:0
critic	:5
critical	:109
critical.	:0
critically	:3
criticised	:18
criticises	:3
criticism	:7
criticisms	:0
criticized	:18
critics	:13
critiques	:0
crony	:0
crony,	:0
crooked	:0
crop	:13
crop.	:1
crops	:17
crops,	:2
crops.	:6
cross	:11
cross-party	:1
crossed	:0
crosses	:0
crossing	:4
crossover	:3
crossover,	:1
crossroads	:0
crowd	:3
crowd!	:0
crowd,	:3
crowded	:0
crowded,	:0
crowded-out	:0
crowds	:1
crowds,	:0
crowdsou…	:0
crowing	:0
crown	:3
crowned	:1
crucial	:43
crucial,	:0
crucially,	:0
crucians	:0
crude	:1
cruellest	:0
cruise	:3
cruise,	:0
cruiser	:1
cruising	:0
crumbling,	:0
crunch	:94
crunch"	:1
crunch".	:2
crunch'	:2
crunch,	:6
crunch.	:12
crunch.[98]	:1
crunch:	:0
crunched	:1
crunches	:4
crunching	:1
crunchjob	:0
crunch”	:0
crusade	:2
crush	:0
crushed	:0
crushing	:0
crusts.	:0
cry	:3
cry,	:0
crying	:0
cryo-EM	:1
cryogenic	:0
cryopop	:0
cryotherapy	:0
crystal	:2
crystals,	:0
crystalsSea	:0
csa	:0
csc	:0
csis	:0
cubical	:0
cuff	:0
culinary	:1
cull	:3
culminates	:0
culprits"	:2
cult	:0
cultivating	:0
cultural	:30
cultural,	:0
culturally	:2
culturally;	:0
culture	:116
culture,	:13
culture.	:22
culture:	:0
culture?	:0
culture?"	:0
cultures	:5
cultures,	:0
cum	:0
cumin.	:0
cumulative	:8
cuneifolium	:1
cunning	:0
cup	:12
cup;	:0
cupboard	:0
cupcakes	:1
cupid	:0
cups	:1
curated	:0
curated,	:0
curation,	:0
curators	:0
curators.	:0
curb	:3
curbs	:1
curbs".	:1
cure	:8
cure?	:1
cured	:0
curing	:1
curiosity	:1
curiosity.	:0
curious	:9
curious?	:1
curl	:0
curling	:0
currencies	:10
currencies,	:1
currency	:55
currency",	:1
currency),	:0
currency,	:1
currency.	:7
current	:309
current.	:0
currently	:101
curriculum,	:0
curries	:2
currrent	:1
curry	:22
curry,	:2
curry.	:0
cursor	:0
curtail	:0
curtain	:0
curve	:3
curve,	:0
curve.	:0
curve.”	:0
curved	:0
curved,	:0
curves	:3
curves,	:0
cushion	:3
cushioned	:1
cushions	:2
cust	:0
custard	:5
custodial	:1
custodian	:2
custodians	:0
custodians.	:0
custody	:7
custody.	:0
custom	:52
custom,	:0
custom-made	:0
customary	:0
customer	:300
customer's	:4
customer,	:2
customer.	:3
customer?	:1
customers	:467
customers!	:0
customers'	:4
customers*	:2
customers,	:35
customers.	:47
customers:	:0
customers?	:1
customers 	:0
customise	:2
customised	:20
customising	:3
customized	:1
customs	:5
cut	:103
cut,	:1
cut-backs	:0
cut-price	:0
cut."	:0
cut...	:0
cutLearn	:0
cuts	:62
cuts!	:0
cuts'	:2
cuts,	:5
cuts,”	:0
cuts.	:2
cuts.[361]	:2
cuts:	:1
cuts?	:0
cutsets	:1
cutsto	:0
cuts”.	:0
cutters!	:0
cutting	:26
cuvettes,	:0
cyber	:29
cyber-fraud	:0
cyber14	:2
cybertheft	:0
cycle	:42
cycle,	:11
cycle.	:8
cycle;	:0
cycles	:8
cyclical,	:0
cyclinder	:0
cycling	:4
cycling,	:0
cyclingFive	:1
cyffredinol	:0
cyfieithu	:0
cyfraniad	:0
cyfyngedig	:0
cylindrical	:0
cyngor	:0
cynhyrchwyr	:0
cynic,	:0
cynical	:4
cynnig	:0
cynnyrch	:0
cynorthwyo	:0
cynradd	:0
cystic	:1
cystitis	:0
cytometry	:0
célèbre:	:0
d'Ancona	:1
d'Ivoire	:2
d'OElite	:0
d'augmenter	:0
d'auteurs,	:0
d'honneur	:1
d'honneur".	:1
d-lab	:0
d...	:0
dArry’s,	:0
dabble	:0
dad".	:1
daddy;	:2
dadi.co.uk	:1
daemons	:0
daily	:28
daily!	:2
daily)	:1
daily,	:0
daily.	:0
dairies	:0
dairy	:11
dales,	:0
dalje	:0
damage	:41
damaged	:11
damaged,	:0
damaged.	:0
damages	:0
damaging	:8
damn	:2
damned	:0
damning	:4
damp	:4
dan-wicklum	:0
danaher	:0
dance	:6
dancefloor	:0
dances,	:1
dancing	:0
dancing,	:0
dandelions	:0
dane-linn	:0
danger	:14
danger.	:0
dangerous	:17
dangerous,	:0
dangerous.	:0
dangerously	:5
dangers	:5
dangers,	:0
dangers.	:0
dar	:1
darc	:0
dare	:0
daredevil	:1
dark	:12
dark,	:2
dark.	:2
darkened	:0
darker	:0
darkest	:1
darkness	:1
darkness".	:1
darkness'	:1
darparu	:1
dart	:0
darunter	:1
darwin	:3
das	:14
dash	:1
dashboard	:8
dashboards	:0
dashboards,	:0
dashesOur	:0
dashing	:0
data	:534
data!	:0
data's	:0
data)	:3
data,	:25
data-driven	:9
data-lake	:0
data.	:32
data. 	:0
data.”	:2
data:	:9
data;	:1
data?	:0
dataCapital	:1
dataCompare	:0
dataData	:0
dataScheme	:1
database	:59
database!	:1
database,	:4
database.	:5
database:	:0
databaseh	:1
databases	:10
databases,	:1
dataloggers	:0
datapath	:0
dataset	:3
datasets	:2
datasheet	:17
datasheets	:2
datasheets,	:0
data |	:1
data›	:0
datblygu	:0
date	:156
date!	:0
date'	:0
date'.	:0
date,	:18
date,:will	:0
date.	:5
date.Iva	:0
date/time:	:3
date:	:1
date;	:0
date?	:5
dateNo	:1
dated	:16
dates	:60
dates,	:2
dates.	:2
dates:	:0
date’	:1
date’.	:0
date…	:0
dating	:7
dating)	:0
daughter	:7
daughter;	:1
daughters	:2
daughters,	:1
daunting	:1
daunting,	:1
david	:3
dawn	:2
day	:277
day!	:2
day"I	:0
day's	:0
day)	:1
day,	:29
day-0.391	:1
day-long	:0
day-ticket	:0
day-ticket,	:0
day-to-day	:12
day.	:40
day."	:0
day...	:0
day.[61]	:1
day0.143	:1
day0.197	:1
day0.216	:1
day0.269	:1
day1869	:1
day1898	:1
day2001	:1
day2004	:1
day:	:4
day;	:1
day?	:0
daylight,	:0
days	:178
days!	:0
days'	:1
days,	:13
days.	:16
days”	:0
day’s	:5
day…	:0
dazzlingly	:0
dbwipes	:0
dcms	:0
ddarparu	:1
ddatblygu	:0
ddatblygu'r	:0
ddha.net	:1
de,	:0
de-mystify	:0
de-risk	:1
de-risking	:7
de-risks	:0
dead	:45
dead,	:0
dead-on	:0
dead.	:0
deadline	:4
deadline.	:3
deadlines	:1
deadlines,	:0
deadlines.	:0
deadlock	:1
dead’,	:0
deaf	:2
deaf,	:0
deal	:207
deal,	:0
deal-maker,	:0
deal.	:5
deal."	:0
deal?	:1
dealA	:2
dealOfgem	:0
dealer	:12
dealer,	:1
dealer.	:0
dealer?	:0
dealers	:1
dealers'	:0
dealers,	:1
dealing	:48
dealings	:9
dealings.	:0
deallus	:0
deals	:46
deals,	:4
deals.	:1
deals?	:1
dealt	:8
deal’	:1
dean-jones	:0
dear	:7
dear.'	:1
dearer);	:1
dearest	:0
death	:16
death,	:5
death.	:1
deathA	:1
deaths	:13
deaths,	:8
deaths.	:1
death’	:1
debacle,	:2
debasement.	:1
debatable	:0
debatable),	:0
debate	:54
debate,	:5
debate.	:2
debate:	:1
debate?You	:0
debated	:6
debated.	:0
debates	:5
debates,	:1
debates.	:2
debates;	:0
debatesBy	:0
debating	:0
debentures	:3
debit	:19
debit,	:0
debit.	:0
debit.Read	:1
debt	:560
debt!	:0
debt"	:1
debt".	:2
debt'	:0
debt)	:2
debt).	:1
debt,	:29
debt-to-GDP	:3
debt.	:22
debt."[110]	:1
debt.And	:0
debt.They	:1
debt.[201]	:2
debt.[75]	:1
debt:	:1
debt?	:0
debtLiquid	:2
debtRating	:1
debtor's	:2
debtor,	:0
debtors	:1
debtors,	:1
debts	:70
debts,	:0
debts.	:2
debts. 	:0
debts3	:1
debts?	:0
debtsFind	:5
debtsFollow	:1
debt →	:0
debug	:3
debugger,	:0
debugging	:1
debug  	:0
debunk	:0
debunking	:0
debut	:5
debuts	:0
decade	:37
decade,	:10
decade.	:8
decade:	:3
decade?	:0
decadent	:1
decades	:33
decades,	:2
decades.	:5
decal	:0
decals	:8
decals,	:0
decals.	:6
decay,	:0
decay;	:1
deceased	:1
deceit	:1
december |	:4
decency	:0
decent	:9
deceptive,	:3
dechrau	:0
decide	:22
decided	:53
decided:	:0
decides	:3
deciding	:5
deciles,	:1
decision	:71
decision,	:1
decision.	:4
decisions	:77
decisions,	:3
decisions.	:19
decisions?	:0
decisive	:2
decisive,	:0
decisively	:0
deck	:2
declaration	:0
declare	:5
declared	:20
declaring	:2
declaring:	:0
decline	:54
decline,	:1
decline.	:1
declined	:43
declined,	:6
declined.	:2
declined52%	:0
declines	:8
declines.	:5
declining	:14
declutter	:4
decoder	:0
decoding	:0
decoding.	:0
decompile,	:0
decor,	:0
decorate	:0
decorated	:1
decorating	:0
decoration	:4
decorative	:0
decorators	:0
decrease	:2
decreased	:8
decreased,	:0
